epoch,loss,val_loss
0,0.052331318649093565,0.034741052170284094
1,0.049883047108511054,0.03352388092316687
2,0.04532696074970505,0.02529748068191111
3,0.036062997022150635,0.014741667814087122
4,0.020681045267402248,0.006252986175240949
5,0.013685711166437934,0.00828216554946266
6,0.0123037949183901,0.008726917521562428
7,0.011289200923569939,0.00860685805673711
8,0.010570538558257634,0.008867977751651778
9,0.009824702527497292,0.00958386033307761
10,0.009290662535247119,0.009335440240101888
11,0.008729392312713625,0.008806941099464893
12,0.008486156367614647,0.009255681151989848
13,0.007935950231930132,0.010085526434704662
14,0.007614003851845423,0.010262876056367531
15,0.00754741075078902,0.009691585239488631
16,0.007070494941024877,0.009027270920341834
17,0.006757789733819663,0.008997703227214516
18,0.006427980222574928,0.00996045878273435
19,0.006380321796956088,0.01094748034956865
20,0.0063176543513477285,0.010071737773250789
21,0.006019892612033907,0.01015262840082869
22,0.005853544344427064,0.010224809142528102
23,0.005594011935788919,0.011303886206587777
24,0.005466018591130919,0.009319409599993379
25,0.006097833716365344,0.005376446980517357
26,0.004753149091950891,0.0049019725935067985
27,0.004626415726071333,0.005118863534880802
28,0.004727567368707455,0.005224362475564704
29,0.004747042435851386,0.005248221737565473
30,0.004970721213612706,0.005069619172718376
31,0.00477816271219019,0.00501921983086504
32,0.0046024163917857495,0.005059465777594596
33,0.00489974674590699,0.004921898391330615
34,0.004507470317184925,0.004972418310353532
35,0.004704508829094908,0.005026947567239403
36,0.004721120214740308,0.0049341191770508885
37,0.004411252972375437,0.004935661959461868
38,0.004547974454951199,0.0049939756921958175
39,0.004680368167978218,0.004798356420360505
40,0.004553411014871124,0.005113733874168247
41,0.004432869751540506,0.004894686979241669
42,0.00461985638282974,0.004908080899622291
43,0.004535415685078239,0.004904341150540859
44,0.00448772022363675,0.004949149349704385
45,0.004495494198464953,0.0049094673013314605
46,0.004557533621760633,0.004756424180231989
47,0.00446215284139137,0.004935862810816616
48,0.004371189384940354,0.004836831794818863
49,0.004509463276960613,0.004803509928751737
50,0.004310203336097081,0.004715140862390399
51,0.0043385481119484585,0.0046935802442021664
52,0.004188201492241419,0.004712971969274804
53,0.004444390332654995,0.004655884712701663
54,0.004329757129444795,0.004673362243920565
55,0.004523625311797813,0.004597572312923149
56,0.004294027377823915,0.004655220767017454
57,0.004250126412165735,0.004678622633218765
58,0.004471537455067258,0.004688236454967409
59,0.004190741209587192,0.004634335712762549
60,0.004408113596796551,0.004626760300016031
61,0.004288343883886495,0.004705261543858796
62,0.004144095669171828,0.004701926256529987
63,0.004309979506412192,0.004635787493316457
64,0.004228470273151556,0.00457983115920797
65,0.004192153415779638,0.004699813004117459
66,0.004294036052134984,0.0045965663972310725
67,0.0041318431534283955,0.004644744063261897
68,0.004101115841801991,0.004659579758299515
69,0.004240170463590938,0.004650034051155672
70,0.004302860727287172,0.004601454385556281
71,0.004281944113180918,0.004772394098108634
72,0.004180007038966697,0.004651715280488133
73,0.00429032581159845,0.00456918480922468
74,0.004209047611391938,0.00467452306766063
75,0.004180025435326731,0.004624943743692711
76,0.0042693713638821944,0.004725227283779531
77,0.004065819342127618,0.004423193191178143
78,0.003948529378291877,0.004382531414739788
79,0.004195969436755952,0.004627267929026857
80,0.00420857984572649,0.0045231309079099445
81,0.004062235097209101,0.004524598881835118
82,0.004061723639503779,0.004606650292407722
83,0.004002014684545643,0.004530075541697443
84,0.004062196067260469,0.004496266494970769
85,0.0041094981716014445,0.004398717044387013
86,0.0038759162745383735,0.0043482880108058454
87,0.004089331994627548,0.004397199163213373
88,0.004015976050868631,0.004449528153054416
89,0.004049394310534219,0.004403850453672931
90,0.00399399230886689,0.004539271857356653
91,0.004039193745976424,0.004448629892431199
92,0.003919811791959492,0.0046100527630187575
93,0.004058202780673609,0.004612121754325927
94,0.004019970405052471,0.004596215998753905
95,0.004099706423414104,0.004641087912023068
96,0.004033707997159046,0.004515165596967563
97,0.004041762487716315,0.004618568118894472
98,0.003776262736167101,0.004609812668059021
99,0.00395927766461254,0.004544775222893804
100,0.0038398503390935194,0.004495980008505285
101,0.003987309929695638,0.004476732457987964
102,0.0040816860841861105,0.004465366166550666
103,0.004008280923453105,0.004447430861182511
104,0.00398740487460814,0.004437259404221549
105,0.0038355092569391297,0.004426393122412264
106,0.00379731159123099,0.0044126144261099395
107,0.003973489686134545,0.004417618893785402
108,0.003856975824216052,0.004423069272888824
109,0.003831638889524209,0.004408153577242046
110,0.003938415699967128,0.004395799152553082
111,0.003930260824477848,0.004394461109768599
112,0.0038335633320350417,0.004375471209641546
113,0.003918913901126122,0.004387686774134636
114,0.0040301809484577355,0.004375554539728909
115,0.003755440893035163,0.004363593220477924
116,0.003831407192217953,0.004352611349895596
117,0.003846274461487637,0.004368825332494453
