epoch,loss,val_loss
0,0.07620501404673588,0.04745171943472491
1,0.053792839869856834,0.03130992057008876
2,0.04531587048138424,0.026469112348018423
3,0.040079259779304266,0.01918908149107463
4,0.034081518002672166,0.012144470561502708
5,0.028593686329791458,0.008482415242017143
6,0.022482288041629078,0.007628992975999911
7,0.019183429224961777,0.007723267009067867
8,0.017368554171719928,0.008388257132739656
9,0.015185334089371125,0.00919360873134186
10,0.013984883221138904,0.009162444815350076
11,0.012656028004840197,0.01067406206857413
12,0.01189099075897347,0.010274428356852796
13,0.011209993066675052,0.01138532007785721
14,0.010874622086880774,0.011360067615492476
15,0.009779924694335133,0.011038072264960242
16,0.009230289684903876,0.011607838419473005
17,0.008911317347821484,0.012108832468382187
18,0.008535987779884258,0.013271274096849892
19,0.008334791869856417,0.013066728023760434
20,0.007645011266193739,0.013264757885028504
21,0.007766341222677289,0.01269651998558806
22,0.0074592140650876415,0.012717170369190475
23,0.007076110834221742,0.014856251681016551
24,0.007077547522806903,0.014546988195636205
25,0.00681278000943499,0.013640847807336185
26,0.006773056186985497,0.013933562440797687
