epoch,loss,val_loss
0,0.09596371098046398,0.42357844632604846
1,0.08928947772397401,0.36219501139029214
2,0.06771072303106646,0.21241893975631052
3,0.021366182059460295,0.13068402024066966
4,0.006902967865042026,0.10707149702205282
5,0.005967362504129091,0.09849719580708315
6,0.005967490664867607,0.09186096934844619
7,0.00557367253188406,0.08834683755159621
8,0.005019359984241116,0.08587475954656205
9,0.0046110473441432175,0.08348937123082578
10,0.004614139169360796,0.08130900588129526
11,0.0041476392349674525,0.08127532019937897
12,0.0038588195024607964,0.0794689735959527
13,0.0036548070707390756,0.07873107769283587
14,0.0033496618084932882,0.07896050334776468
15,0.0032397461218351964,0.07859525495745323
16,0.0032675378000324904,0.0788967419876312
17,0.002676331697229115,0.07722255250099926
18,0.002875915799854233,0.07681366907174537
19,0.002755104866890987,0.07657778793540986
20,0.002496549138514739,0.07549285377456766
21,0.00254140084224572,0.07581084086205406
22,0.0023574516289954772,0.07617032005699635
23,0.0025466650523513737,0.07542881467278399
24,0.002430744954229643,0.07405807551138265
25,0.0022939481081670644,0.07422637251337343
26,0.0022786191200591726,0.07385423115667199
27,0.002249864272825006,0.07360983070785827
28,0.0021604273440769045,0.07349451975492031
29,0.0021608043910722094,0.07296204248584968
30,0.002196818475972072,0.07313685780441713
31,0.002176352296171697,0.0735985584703841
32,0.002099377937661807,0.07353848364183922
33,0.002185877461872426,0.07304525326775468
34,0.002086171675627055,0.07278822164263819
35,0.0019700922738492307,0.07284438206166353
36,0.0020529301290379306,0.07318382537873137
37,0.001938379400396823,0.07275843414295789
38,0.0019218117862086122,0.07312240849411034
39,0.0019105052805470121,0.0736179399739384
40,0.001904159719237618,0.07359337222600437
41,0.0018214781452520078,0.07413528872775318
42,0.0018480191776891136,0.07371034971742041
43,0.0018608947423975526,0.0727746948124031
44,0.0019406996535609425,0.0734815160015031
45,0.0018534812224970665,0.07334398137122068
46,0.0018437051209427107,0.07400885453629914
47,0.0019114306663444343,0.07374832695400667
48,0.0017087549707260525,0.07322158728240301
49,0.001816373801880723,0.07272044973417549
50,0.0018992480844543832,0.07349833095466475
51,0.0018059562381596253,0.07357894704403842
52,0.0018989931221666564,0.07362660933184721
53,0.0018111128665623255,0.07366806545811098
54,0.0018537543294062037,0.07396840502801554
